date;sampling station;lipophylic toxins;lipophylic toxins (OA (µg/kg));lipophylic toxins (DTX2 (µg/kg));PSP toxins;ASP toxins;yessotoxins;ban start;ban stop;data source;comments
09/11/2005;0035;neg;;;x;x;;;;Veterinarska fakulteta;
14/11/2005;0024;neg;;;x;x;;;;Veterinarska fakulteta;
15/11/2005;0035;neg;;;x;x;;;;Veterinarska fakulteta;
28/11/2005;0024;poz;;;neg;< 0,2 mg DA/kg;;y;;Veterinarska fakulteta;analize Cesenatico
05/12/2005;0035;neg;;;x;x;;;;Veterinarska fakulteta;
05/12/2005;0024;neg;;;x;x;;;y;Veterinarska fakulteta;
03/05/2006;0035;neg;;;neg;x;;;;Veterinarska fakulteta;
03/05/2006;0024;neg;;;neg;x;;;;Veterinarska fakulteta;
23/05/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
23/05/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
06/06/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
06/06/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
07/06/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
19/06/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/06/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/06/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
05/07/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
05/07/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
05/07/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
12/07/2006;0035;neg;;;x;x;;;;Veterinarska fakulteta;
12/07/2006;0024;x;;;neg;x;;;;Veterinarska fakulteta;
12/07/2006;0DB2;x;;;x;? (no data);;;;Veterinarska fakulteta;ni izvida
20/07/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/07/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/07/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
26/07/2006;0035;x;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;analize Cesenatico
26/07/2006;0024;x;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;analize Cesenatico
26/07/2006;0DB2;x;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;analize Cesenatico
02/08/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
02/08/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
02/08/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
09/08/2006;0035;poz;;;neg;0,2 mg DA/kg (neg);;;;Veterinarska fakulteta;ASP analiza Cesenatico
09/08/2006;0024;poz;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
09/08/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
12/08/2006;0035;;;;;;;y;;Veterinarska fakulteta;
12/08/2006;0024;;;;;;;y;;Veterinarska fakulteta;
22/08/2006;0035;neg;;;x;x;;;;Veterinarska fakulteta;
22/08/2006;0024;neg;;;x;x;;;;Veterinarska fakulteta;
28/08/2006;0035;neg;;;x;x;;;;Veterinarska fakulteta;
28/08/2006;0024;neg;;;x;x;;;;Veterinarska fakulteta;
31/08/2006;0035;;;;;;;;y;Veterinarska fakulteta;
31/08/2006;0024;;;;;;;;y;Veterinarska fakulteta;
31/08/2006;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta;
07/09/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
07/09/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
07/09/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
13/09/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
13/09/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
13/09/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/09/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/09/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
20/09/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
27/09/2006;0035;neg;;;neg;x;;;;Veterinarska fakulteta;
28/09/2006;0035;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
28/09/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
28/09/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
03/10/2006;0035;poz;;;neg;x;;;;Veterinarska fakulteta;
04/10/2006;0035;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
04/10/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
04/10/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
06/10/2006;0035;;;;;;;y;;Veterinarska fakulteta;
09/10/2006;0035;poz;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;analize Cesenatico
09/10/2006;0024;poz;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
09/10/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
12/10/2006;0024;;;;;;;y;;Veterinarska fakulteta;
19/10/2006;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta;
25/10/2006;0035;neg;;;x;x;;;;Veterinarska fakulteta;
25/10/2006;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta;
26/10/2006;0024;neg;;;x;x;;;;Veterinarska fakulteta;
02/11/2006;0035;neg;;;x;x;;;;Veterinarska fakulteta;
02/11/2006;0024;neg;;;x;x;;;;Veterinarska fakulteta;
06/11/2006;0035;;;;;;;;y;Veterinarska fakulteta;
06/11/2006;0024;;;;;;;;y;Veterinarska fakulteta;
08/11/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;analize Cesenatico
08/11/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
08/11/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
15/11/2006;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta;
16/11/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
16/11/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
16/11/2006;0DB2;x;;;x;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
23/11/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
23/11/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
23/11/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
29/11/2006;0035;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
29/11/2006;0024;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
29/11/2006;0DB2;neg;;;neg;< 0,2 mg DA/kg;;;;Veterinarska fakulteta;ASP analiza Cesenatico
22/01/2007;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
09/05/2007;0035;poz;;;neg;neg;;;;Veterinarska fakulteta;
09/05/2007;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta;
10/05/2007;0024;poz;;;neg;neg;;;;Veterinarska fakulteta;
12/05/2007;0035;;;;;;;y;;Veterinarska fakulteta;
15/05/2007;0024;;;;;;;y;;Veterinarska fakulteta;
15/05/2007;0DB2;;;;;;;y;;Veterinarska fakulteta;
21/05/2007;0024;neg;;;x;x;;;;Veterinarska fakulteta;
24/05/2007;0035;neg;;;x;x;;;;Veterinarska fakulteta;
25/05/2007;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
28/05/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
30/05/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
30/05/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
01/06/2007;0024;;;;;;;;y;Veterinarska fakulteta;
02/06/2007;0035;;;;;;;;y;Veterinarska fakulteta;
02/06/2007;0DB2;;;;;;;;y;Veterinarska fakulteta;
06/06/2007;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta;
07/06/2007;0035;x;;;neg;neg;;;;Veterinarska fakulteta;
07/06/2007;0024;x;;;neg;neg;;;;Veterinarska fakulteta;
12/06/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/06/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/06/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
20/06/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
20/06/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
21/06/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
27/06/2007;0035;x;;;neg;neg;;;;Veterinarska fakulteta;
27/06/2007;0024;x;;;neg;neg;;;;Veterinarska fakulteta;
28/06/2007;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta;
04/07/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
04/07/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
04/07/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/07/2007;0035;x;;;neg;neg;;;;Veterinarska fakulteta;
13/07/2007;0024;x;;;neg;neg;;;;Veterinarska fakulteta;
13/07/2007;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta;
17/07/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
18/07/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
18/07/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
25/07/2007;0024;x;;;x;neg;;;;Veterinarska fakulteta;
26/07/2007;0035;x;;;x;neg;;;;Veterinarska fakulteta;
31/07/2007;0DB2;x;;;x;neg;;;;Veterinarska fakulteta;
01/08/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
01/08/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
02/08/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
07/08/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
08/08/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
08/08/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
14/08/2007;0035;x;;;x;neg;;;;Veterinarska fakulteta;
14/08/2007;0024;x;;;x;neg;;;;Veterinarska fakulteta;
14/08/2007;0DB2;x;;;x;neg;;;;Veterinarska fakulteta;
21/08/2007;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
22/08/2007;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
22/08/2007;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
28/08/2007;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
29/08/2007;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
29/08/2007;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
05/09/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
06/09/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
06/09/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
12/09/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/09/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/09/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
18/09/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
19/09/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
26/09/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
26/09/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
27/09/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
03/10/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
03/10/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
03/10/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
09/10/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
10/10/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
12/10/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
17/10/2007;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
17/10/2007;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
17/10/2007;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
24/10/2007;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
24/10/2007;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
25/10/2007;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
07/11/2007;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
07/11/2007;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
14/11/2007;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
20/11/2007;0024;neg;;;x;x;;;;Veterinarska fakulteta;
20/11/2007;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
21/11/2007;0035;neg;;;x;x;;;;Veterinarska fakulteta;
06/12/2007;0024;neg;;;x;x;;;;Veterinarska fakulteta;
24/01/2008;0024;neg;;;x;x;;;;Veterinarska fakulteta;
06/05/2008;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta;
07/05/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
07/05/2008;0024;x;;;neg;neg;;;;Veterinarska fakulteta;
13/05/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/05/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
14/05/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
21/05/2008;0035;x;;;neg;neg;;;;Veterinarska fakulteta;
21/05/2008;0024;x;;;neg;neg;;;;Veterinarska fakulteta;
21/05/2008;0DB2;x;;;neg;neg;;;;Veterinarska fakulteta;
28/05/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
28/05/2008;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta;
29/05/2008;0024;poz;;;neg;neg;;;;Veterinarska fakulteta;
31/05/2008;0024;;;;;;;y;;Veterinarska fakulteta;
31/05/2008;0DB2;;;;;;;y;;Veterinarska fakulteta;
02/06/2008;0035;poz;;;x;x;;;;Veterinarska fakulteta;
04/06/2008;0035;;;;;;;y;;Veterinarska fakulteta;
11/06/2008;0035;poz;;;x;x;;;;Veterinarska fakulteta;
11/06/2008;0024;poz;;;x;x;;;;Veterinarska fakulteta;
11/06/2008;0DB2;poz;;;x;x;;;;Veterinarska fakulteta;
24/06/2008;0035;neg;;;x;x;;;;Veterinarska fakulteta;
24/06/2008;0024;neg;;;x;x;;;;Veterinarska fakulteta;
24/06/2008;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
30/06/2008;0035;poz;;;x;x;;;;Veterinarska fakulteta;
30/06/2008;0024;poz;;;x;x;;;;Veterinarska fakulteta;
01/07/2008;0DB2;poz;;;x;x;;;;Veterinarska fakulteta;
09/07/2008;0035;poz;;;x;x;;;;Veterinarska fakulteta;
09/07/2008;0024;poz;;;x;x;;;;Veterinarska fakulteta;
09/07/2008;0DB2;poz;;;x;x;;;;Veterinarska fakulteta;
16/07/2008;0035;neg;;;x;x;;;;Veterinarska fakulteta;
16/07/2008;0024;neg;;;x;x;;;;Veterinarska fakulteta;
16/07/2008;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
22/07/2008;0035;neg;;;x;x;;;;Veterinarska fakulteta;
22/07/2008;0024;neg;;;x;x;;;;Veterinarska fakulteta;
24/07/2008;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
25/07/2008;0035;;;;;;;;y;Veterinarska fakulteta;
25/07/2008;0024;;;;;;;;y;Veterinarska fakulteta;
28/07/2008;0DB2;;;;;;;;y;Veterinarska fakulteta;
30/07/2008;0035;neg;;;x;x;;;;Veterinarska fakulteta;
30/07/2008;0024;neg;;;x;x;;;;Veterinarska fakulteta;
30/07/2008;0DB2;neg;;;x;x;;;;Veterinarska fakulteta;
06/08/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
06/08/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
07/08/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
12/08/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
12/08/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
13/08/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
20/08/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
20/08/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
20/08/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
27/08/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
27/08/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
28/08/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
02/09/2008;0DB2;poz;;;neg;neg;;;;Veterinarska fakulteta;
03/09/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
03/09/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
06/09/2008;0DB2;;;;;;;y;;Veterinarska fakulteta;
10/09/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
10/09/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
17/09/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
17/09/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
17/09/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
24/09/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
24/09/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
24/09/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
29/09/2008;0DB2;;;;;;;;y;Veterinarska fakulteta;
02/10/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
02/10/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
02/10/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
08/10/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
08/10/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
08/10/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
15/10/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
15/10/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
15/10/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
22/10/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
22/10/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
23/10/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
29/10/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
29/10/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
03/11/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
12/11/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
12/11/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
12/11/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
19/11/2008;0DB2;neg;;;x;neg;;;;Veterinarska fakulteta;
20/11/2008;0035;neg;;;x;neg;;;;Veterinarska fakulteta;
20/11/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
27/11/2008;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
27/11/2008;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
28/11/2008;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
03/12/2008;0035;neg;;;neg;x;;;;Veterinarska fakulteta;
03/12/2008;0024;neg;;;x;neg;;;;Veterinarska fakulteta;
03/12/2008;0DB2;neg;;;neg;x;;;;Veterinarska fakulteta;
24/04/2009;0DB2;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/05/2009;0035;neg;;;neg;neg;;;;Veterinarska fakulteta;
13/05/2009;0024;neg;;;neg;neg;;;;Veterinarska fakulteta;
26/05/2009;0035;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta;zaprl 28.5. in odprl 24.7.
26/05/2009;0024;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta;
26/05/2009;0DB2;poz;;;neg;< 3 mg DA/kg;;;;Veterinarska fakulteta;
28/05/2009;0035;;;;;;;y;;Veterinarska fakulteta;
28/05/2009;0024;;;;;;;y;;Veterinarska fakulteta;
